record_type,record_id,entity_a,entity_b,source_a,source_b,field,value_a,value_b,severity
relationship,13477,Jeffrey Epstein,Quora,corpus,doc-explorer,relationship_type,co_occurrence,received email digest from,low
relationship,13488,Hillary Clinton,Brunei,corpus,doc-explorer,relationship_type,co_occurrence,traveled to,low
relationship,13522,Jeffrey Epstein,Tyler Shears,corpus,doc-explorer,relationship_type,co_occurrence,sent email to,low
relationship,13535,Jeffrey Epstein,Alex Yablon,corpus,doc-explorer,relationship_type,co_occurrence,sent email with fact-checking questions to,low
relationship,13537,Jeffrey Epstein,dental student,corpus,doc-explorer,relationship_type,co_occurrence,questioned about current relationship with,low
relationship,13538,Jeffrey Epstein,Stephen Hanson,corpus,doc-explorer,relationship_type,co_occurrence,sent email to,low
relationship,13555,Jeffrey Epstein,Terry Kafka,corpus,doc-explorer,relationship_type,co_occurrence,copied email to,low
relationship,13558,Jeffrey Epstein,Philip Kafka,corpus,doc-explorer,relationship_type,co_occurrence,copied on email,low
relationship,13562,Jeffrey Epstein,Tiffany Doe,corpus,doc-explorer,relationship_type,co_occurrence,met,low
relationship,13563,Jeffrey Epstein,Tiffany Doe,corpus,doc-explorer,relationship_type,co_occurrence,hired and paid directly,low
relationship,13574,Jeffrey Epstein,Joscha Bach,corpus,doc-explorer,relationship_type,co_occurrence,sent email to,low
relationship,13599,Jeffrey Epstein,Zubair Khan,corpus,doc-explorer,relationship_type,co_occurrence,sent email to,low
relationship,13601,Jeffrey Epstein,Skype availability,corpus,doc-explorer,relationship_type,co_occurrence,sent email asking about,low
relationship,13605,Jeffrey Epstein,Jean Hugen,corpus,doc-explorer,relationship_type,co_occurrence,sent email requesting delay to,low
relationship,13606,Jeffrey Epstein,Roger Ailes,corpus,doc-explorer,relationship_type,co_occurrence,inquired about location of,low
relationship,13608,Jeffrey Epstein,private airplane,corpus,doc-explorer,relationship_type,co_occurrence,indicated availability on specific days and offered to arrange transportation via,low
relationship,13609,Jeffrey Epstein,Afri zp,corpus,doc-explorer,relationship_type,co_occurrence,sent email to,low
relationship,13612,Jeffrey Epstein,Gino Yu,corpus,doc-explorer,relationship_type,co_occurrence,forwarded research report to,low
relationship,13613,Jeffrey Epstein,Valeria Chomsky,corpus,doc-explorer,relationship_type,co_occurrence,sent email to,low
relationship,13614,Jeffrey Epstein,Johnny El Hachem,corpus,doc-explorer,relationship_type,co_occurrence,sent email to,low
relationship,13618,Jeffrey Epstein,investigation,corpus,doc-explorer,relationship_type,co_occurrence,commented on status of,low
relationship,13622,Jeffrey Epstein,ehbarak,corpus,doc-explorer,relationship_type,co_occurrence,sent email with news article to,low
relationship,13631,Jeffrey Epstein,Stanley Rosenberg,corpus,doc-explorer,relationship_type,co_occurrence,sent email to,low
relationship,13632,Jeffrey Epstein,IFP Gotham Awards,corpus,doc-explorer,relationship_type,co_occurrence,offered to purchase sponsorship chairs for,low
relationship,13633,Jeffrey Epstein,Steven Pfeiffer,corpus,doc-explorer,relationship_type,co_occurrence,requested donation information from,low
relationship,13636,Jeffrey Epstein,Diane Ziman,corpus,doc-explorer,relationship_type,co_occurrence,sent fundraising email to,low
relationship,13660,Steve Bannon,David B. Rivkin Jr.,corpus,doc-explorer,relationship_type,co_occurrence,forwarded email to,low
relationship,13667,Jeffrey Epstein,David Schoen,corpus,doc-explorer,relationship_type,co_occurrence,sent email to,low
relationship,13668,Jeffrey Epstein,Juleanna Glover,corpus,doc-explorer,relationship_type,co_occurrence,forwarded email to,low
relationship,13675,Jeffrey Epstein,Manhattan home,corpus,doc-explorer,relationship_type,co_occurrence,claims residence in,low
relationship,13676,Jeffrey Epstein,Paris home,corpus,doc-explorer,relationship_type,co_occurrence,claims residence in,low
relationship,13678,Jeffrey Epstein,Alan Dershowitz and Prince Andrew,corpus,doc-explorer,relationship_type,co_occurrence,is subject to allegations regarding,low
relationship,13679,Jeffrey Epstein,Bill and Melinda Gates Foundation,corpus,doc-explorer,relationship_type,co_occurrence,claims to advise,low
relationship,13683,Jeffrey Epstein,support staff,corpus,doc-explorer,relationship_type,co_occurrence,employed young women in,low
relationship,13685,Jeffrey Epstein,Thorbjorn Jagland,corpus,doc-explorer,relationship_type,co_occurrence,met with,low
relationship,13692,Jeffrey Epstein,Raafat Alsabbagh,corpus,doc-explorer,relationship_type,co_occurrence,sent email to,low
relationship,13697,Jeffrey Epstein,Kenneth Mapp,corpus,doc-explorer,relationship_type,co_occurrence,sent email to,low
relationship,13701,Jeffrey Epstein,Carlyn Joslin Castrucci,corpus,doc-explorer,relationship_type,co_occurrence,communicated employment decisions regarding,low
relationship,13702,Jeffrey Epstein,John Castrucci,corpus,doc-explorer,relationship_type,co_occurrence,communicated employment decisions regarding,low
relationship,13704,Jeffrey Epstein,Edmond de Rothschild infrastructure expertise,corpus,doc-explorer,relationship_type,co_occurrence,discussed via email,low
relationship,13712,Trump,John Kelly,corpus,doc-explorer,relationship_type,co_occurrence,attempted to convince,low
relationship,13714,Jeffrey Epstein,Saint Thomas,corpus,doc-explorer,relationship_type,co_occurrence,scheduled flight departure from,low
relationship,13719,Jeffrey Epstein,Lhs,corpus,doc-explorer,relationship_type,co_occurrence,sent email to,low
relationship,13723,Jeffrey Epstein,independent presidential candidate,corpus,doc-explorer,relationship_type,co_occurrence,proposed strategic framework for,low
relationship,13728,Jeffrey Epstein,Laurie Cameron,corpus,doc-explorer,relationship_type,co_occurrence,sent email to,low
relationship,13746,Jeffrey Epstein,Gerald Barton,corpus,doc-explorer,relationship_type,co_occurrence,sent email to,low
relationship,13751,Jeffrey Epstein,Vienna,corpus,doc-explorer,relationship_type,co_occurrence,planned travel to,low
relationship,13753,Jeffrey Epstein,AMFAR Gala,corpus,doc-explorer,relationship_type,co_occurrence,planned attendance at,low
relationship,13757,Jeffrey Epstein,The Edge Foundation,corpus,doc-explorer,relationship_type,co_occurrence,provided funding through,low
relationship,13760,Jeffrey Epstein,Charles Stevenson,corpus,doc-explorer,relationship_type,co_occurrence,sent email thanking,low
relationship,13766,Jeffrey Epstein,notable individuals from Wikipedia,corpus,doc-explorer,relationship_type,co_occurrence,appears in search results for biographical profile,low
relationship,13768,Jeffrey Epstein,Jeffrey Epstein Foundation,corpus,doc-explorer,relationship_type,co_occurrence,founded and operates foundation website,low
relationship,13770,Jeffrey Epstein,Daily Beast,corpus,doc-explorer,relationship_type,co_occurrence,associated with numerous public figures in Daily Beast article,low
relationship,13788,Jeffrey Epstein,Skip Rimer,corpus,doc-explorer,relationship_type,co_occurrence,sent email to,low
relationship,13804,Trump,social media,corpus,doc-explorer,relationship_type,co_occurrence,received sentiment in,low
relationship,13805,Hillary Clinton,social media,corpus,doc-explorer,relationship_type,co_occurrence,received sentiment in,low
relationship,13854,Jeffrey Epstein,Bbb Ab,corpus,doc-explorer,relationship_type,co_occurrence,provided financial support to,low
relationship,13858,Jeffrey Epstein,Masha Drokova,corpus,doc-explorer,relationship_type,co_occurrence,copied on email,low
relationship,13863,Jeffrey Epstein,Harvard University Program for Evolutionary Dynamics,corpus,doc-explorer,relationship_type,co_occurrence,provided funding to,low
relationship,13884,Trump,Tax Cuts and Jobs Act,corpus,doc-explorer,relationship_type,co_occurrence,signed into law,low
relationship,13893,Trump,Ben Barnes,corpus,doc-explorer,relationship_type,co_occurrence,proposed to meet with,low
relationship,13896,Jeffrey Epstein,Mintz Fraade Law Firm,corpus,doc-explorer,relationship_type,co_occurrence,threatened to file complaint through local counsel against,low
relationship,13947,Trump,PolitiFact,corpus,doc-explorer,relationship_type,co_occurrence,evaluated statements from,low
relationship,13948,Hillary Clinton,PolitiFact,corpus,doc-explorer,relationship_type,co_occurrence,evaluated statements from,low
relationship,13951,Trump,Thomas F. Meagher,corpus,doc-explorer,relationship_type,co_occurrence,filed request for summons against,low
relationship,13968,Trump,Robert Lawrence Kuhn,corpus,doc-explorer,relationship_type,co_occurrence,advised regarding approach to,low
relationship,13970,Trump,Chinese goods,corpus,doc-explorer,relationship_type,co_occurrence,announced tariffs on,low
relationship,13982,Jeffrey Epstein,Ls3,corpus,doc-explorer,relationship_type,co_occurrence,planned departure to,low
relationship,13983,Jeffrey Epstein,Dave,corpus,doc-explorer,relationship_type,co_occurrence,scheduled to pick up,low
relationship,13995,Trump,Patrick Shanahan,corpus,doc-explorer,relationship_type,co_occurrence,presented military deployment plan to,low
relationship,14011,Trump,Anthony Cady,corpus,doc-explorer,relationship_type,co_occurrence,answered question about,low
relationship,14039,Ehud Barak,Aipac,corpus,doc-explorer,relationship_type,co_occurrence,delivered speech to,low
relationship,14042,Ehud Barak,Palestinians,corpus,doc-explorer,relationship_type,co_occurrence,discussed peace negotiations with,low
relationship,14043,Ehud Barak,Hillary Clinton,corpus,doc-explorer,relationship_type,co_occurrence,recalled peace efforts with,low
relationship,14061,Trump,Giuseppe Conte,corpus,doc-explorer,relationship_type,co_occurrence,promised to host,low
relationship,14066,Jeffrey Epstein,Kevin Frost,corpus,doc-explorer,relationship_type,co_occurrence,authorized purchase for,low
relationship,14075,Jeffrey Epstein,A Barrett,corpus,doc-explorer,relationship_type,co_occurrence,shared news article with,low
relationship,14079,Steve Bannon,Sean Banno,corpus,doc-explorer,relationship_type,co_occurrence,sent email to,low
relationship,14100,Jeffrey Epstein,Jege Inc.,corpus,doc-explorer,relationship_type,co_occurrence,owned or controlled,low
relationship,14108,Jeffrey Epstein,Tom Barrack,corpus,doc-explorer,relationship_type,co_occurrence,identified importance of meeting with,low
relationship,14111,Jeffrey Epstein,Melinda French Gates,corpus,doc-explorer,relationship_type,co_occurrence,proposed meeting between,low
relationship,14112,Jeffrey Epstein,Bernard J. Tyson,corpus,doc-explorer,relationship_type,co_occurrence,provided confirmation regarding,low
relationship,14113,Jeffrey Epstein,policy framework,corpus,doc-explorer,relationship_type,co_occurrence,described deal terms regarding,low
relationship,14114,Jeffrey Epstein,Pepfar,corpus,doc-explorer,relationship_type,co_occurrence,acknowledged policy area regarding,low
relationship,14117,Jeffrey Epstein,proposed action,corpus,doc-explorer,relationship_type,co_occurrence,emphasized urgency regarding,low
relationship,14121,Jeffrey Epstein,William Burns,corpus,doc-explorer,relationship_type,co_occurrence,provided information about meeting with,low
relationship,14122,Jeffrey Epstein,MIT Media Lab,corpus,doc-explorer,relationship_type,co_occurrence,suggested visit to,low
relationship,14125,Jeffrey Epstein,Neal Kassell,corpus,doc-explorer,relationship_type,co_occurrence,endorsed,low
relationship,14132,Jeffrey Epstein,Trump administration officials,corpus,doc-explorer,relationship_type,co_occurrence,sent message about,low
relationship,14139,Jeffrey Epstein,Xi Jinping,corpus,doc-explorer,relationship_type,co_occurrence,sent quote about,low
relationship,14147,Jeffrey Epstein,Mbz,corpus,doc-explorer,relationship_type,co_occurrence,asked about meeting with,low
relationship,14155,Jeffrey Epstein,Sean Hannity,corpus,doc-explorer,relationship_type,co_occurrence,informed of travel arrangement with,low
relationship,14158,Jeffrey Epstein,George Soros,corpus,doc-explorer,relationship_type,co_occurrence,asked about European contacts regarding,low
relationship,14160,Jeffrey Epstein,Leon Botstein,corpus,doc-explorer,relationship_type,co_occurrence,mentioned meeting with,low
relationship,14164,Jeffrey Epstein,Koch Brothers,corpus,doc-explorer,relationship_type,co_occurrence,announced intention to engage in political attack against,low
relationship,14166,Jeffrey Epstein,Bernie Kruger,corpus,doc-explorer,relationship_type,co_occurrence,directed to contact,low
relationship,14169,Jeffrey Epstein,"Persia, Sulawesi, Burma, Angola, Tanzania",corpus,doc-explorer,relationship_type,co_occurrence,made historical commentary about,low
relationship,14170,Jeffrey Epstein,Libya,corpus,doc-explorer,relationship_type,co_occurrence,made comparative statement about,low
relationship,14172,Jeffrey Epstein,Vladimir Putin,corpus,doc-explorer,relationship_type,co_occurrence,made commentary about,low
relationship,14174,Jeffrey Epstein,Imran Khan,corpus,doc-explorer,relationship_type,co_occurrence,characterized as threat,low
relationship,14175,Jeffrey Epstein,Csis,corpus,doc-explorer,relationship_type,co_occurrence,inquired about potential use of,low
relationship,14180,Jeffrey Epstein,Venice Film Festival,corpus,doc-explorer,relationship_type,co_occurrence,proposed trip to,low
relationship,14187,Jeffrey Epstein,Misha Grosov,corpus,doc-explorer,relationship_type,co_occurrence,mentioned associating with,low
relationship,14189,Jeffrey Epstein,Peter Navarro,corpus,doc-explorer,relationship_type,co_occurrence,referenced phone call from,low
relationship,14190,Jeffrey Epstein,Kennedy School,corpus,doc-explorer,relationship_type,co_occurrence,mentioned attendance at,low
relationship,14192,Jeffrey Epstein,legal representation,corpus,doc-explorer,relationship_type,co_occurrence,expressed frustration about,low
relationship,14195,Jeffrey Epstein,address book,corpus,doc-explorer,relationship_type,co_occurrence,referenced victim in,low
relationship,14197,Jeffrey Epstein,local prosecutor,corpus,doc-explorer,relationship_type,co_occurrence,cited statement from,low
relationship,14200,Jeffrey Epstein,financial markets,corpus,doc-explorer,relationship_type,co_occurrence,shared article link about,low
relationship,14204,Jeffrey Epstein,constitutional_argument,corpus,doc-explorer,relationship_type,co_occurrence,sent message regarding,low
relationship,14205,Jeffrey Epstein,Michael Cohen,corpus,doc-explorer,relationship_type,co_occurrence,asked about opinion of,low
relationship,14210,Jeffrey Epstein,Kellyanne Conway,corpus,doc-explorer,relationship_type,co_occurrence,reported on,low
relationship,14211,Jeffrey Epstein,Ann Coulter,corpus,doc-explorer,relationship_type,co_occurrence,made statement about criticism from,low
relationship,14212,Jeffrey Epstein,Billy Bush,corpus,doc-explorer,relationship_type,co_occurrence,compared situation to precedent involving,low
relationship,14216,Jeffrey Epstein,Donald Trump and Mike Pence,corpus,doc-explorer,relationship_type,co_occurrence,commented on,low
relationship,14231,Jeffrey Epstein,Jacques Lang,corpus,doc-explorer,relationship_type,co_occurrence,described government official,low
relationship,14251,Jeffrey Epstein,upcoming meetings,corpus,doc-explorer,relationship_type,co_occurrence,emphasized discretion regarding,low
relationship,14254,Jeffrey Epstein,Terje Larson,corpus,doc-explorer,relationship_type,co_occurrence,announced upcoming lunch with,low
relationship,14262,Jeffrey Epstein,Elysee Palace,corpus,doc-explorer,relationship_type,co_occurrence,reported being at,low
relationship,14274,Jeffrey Epstein,scientific and technological research,corpus,doc-explorer,relationship_type,co_occurrence,announced conference attendance regarding,low
relationship,14280,Jeffrey Epstein,meeting location,corpus,doc-explorer,relationship_type,co_occurrence,confirmed en route to,low
relationship,14284,Jeffrey Epstein,scope of investigation,corpus,doc-explorer,relationship_type,co_occurrence,provided information about,low
relationship,14286,Jeffrey Epstein,international meeting,corpus,doc-explorer,relationship_type,co_occurrence,reported on,low
relationship,14291,Jeffrey Epstein,Nick Bostrom,corpus,doc-explorer,relationship_type,co_occurrence,characterized,low
relationship,14295,Jeffrey Epstein,film production,corpus,doc-explorer,relationship_type,co_occurrence,stated direct cost responsibility for,low
relationship,14302,Jeffrey Epstein,specific style,corpus,doc-explorer,relationship_type,co_occurrence,requested signature in,low
relationship,14312,Jeffrey Epstein,ranch property,corpus,doc-explorer,relationship_type,co_occurrence,confirmed filming location at,low
relationship,14314,Jeffrey Epstein,Chomsky meeting,corpus,doc-explorer,relationship_type,co_occurrence,confirmed attendance at,low
relationship,14320,Jeffrey Epstein,Clinton Presidential Library,corpus,doc-explorer,relationship_type,co_occurrence,proposed filming location change to,low
relationship,14325,Jeffrey Epstein,Davos,corpus,doc-explorer,relationship_type,co_occurrence,identified economic opportunities regarding,low
relationship,14332,Jeffrey Epstein,Potus,corpus,doc-explorer,relationship_type,co_occurrence,met with,low
relationship,14336,Jeffrey Epstein,Ukraine investigation,corpus,doc-explorer,relationship_type,co_occurrence,sent message about,low
relationship,14337,Jeffrey Epstein,Facebook Libra cryptocurrency,corpus,doc-explorer,relationship_type,co_occurrence,provided detailed analysis of,low
relationship,14338,Jeffrey Epstein,geopolitical strategy,corpus,doc-explorer,relationship_type,co_occurrence,sent message about,low
relationship,14339,Jeffrey Epstein,Jeffrey Epstein plea deal,corpus,doc-explorer,relationship_type,co_occurrence,shared news about,low
relationship,14342,Jeffrey Epstein,travel itinerary,corpus,doc-explorer,relationship_type,co_occurrence,sent message about,low
relationship,14343,Jeffrey Epstein,Hong Kong protests,corpus,doc-explorer,relationship_type,co_occurrence,sent message asking about,low
relationship,14346,Jeffrey Epstein,Aaron Klein,corpus,doc-explorer,relationship_type,co_occurrence,sent message about,low
relationship,14352,Ehud Barak,Foreign Minister,corpus,doc-explorer,relationship_type,co_occurrence,became,low
relationship,14353,Ehud Barak,Battle of Karameh,corpus,doc-explorer,relationship_type,co_occurrence,participated in,low
relationship,14378,Ehud Barak,Ehud Olmert,corpus,doc-explorer,relationship_type,co_occurrence,phoned,low
relationship,14381,Ehud Barak,Defense Minister,corpus,doc-explorer,relationship_type,co_occurrence,became,low
relationship,14387,Ehud Barak,Operation Pillar of Defense in Gaza,corpus,doc-explorer,relationship_type,co_occurrence,announced cease-fire in,low
relationship,14399,Ehud Barak,military action against Iran,corpus,doc-explorer,relationship_type,co_occurrence,decided against,low
relationship,14401,Ehud Barak,Ahmed Jabari,corpus,doc-explorer,relationship_type,co_occurrence,authorized targeted strike on,low
relationship,14402,Ehud Barak,politics,corpus,doc-explorer,relationship_type,co_occurrence,announced retirement from,low
relationship,14411,Ehud Barak,Sayeret Matkal,corpus,doc-explorer,relationship_type,co_occurrence,left active service,low
relationship,14429,Ehud Barak,Moshe Dayan,corpus,doc-explorer,relationship_type,co_occurrence,met with and consulted,low
relationship,14435,Ehud Barak,Bibi Netanyahu,corpus,doc-explorer,relationship_type,co_occurrence,coordinated with,low
relationship,14489,Ehud Barak,Yitzhak Shamir,corpus,doc-explorer,relationship_type,co_occurrence,met with,low
relationship,14501,Ehud Barak,Hussein of Jordan,corpus,doc-explorer,relationship_type,co_occurrence,met with,low
relationship,14525,Ehud Barak,Interior Minister,corpus,doc-explorer,relationship_type,co_occurrence,joined cabinet as,low
relationship,14533,Ehud Barak,Prime Minister,corpus,doc-explorer,relationship_type,co_occurrence,announced candidacy for,low
relationship,14537,Ehud Barak,Israeli voters,corpus,doc-explorer,relationship_type,co_occurrence,elected Prime Minister,low
relationship,14543,Hillary Clinton,Camp David,corpus,doc-explorer,relationship_type,co_occurrence,convened and mediated,low
relationship,14586,Trump,Moon Jae-in,corpus,doc-explorer,relationship_type,co_occurrence,met with,low
relationship,14595,Trump,Brett Kavanaugh,corpus,doc-explorer,relationship_type,co_occurrence,made radio interview statement about,low
relationship,14597,Trump,United Nations General Assembly,corpus,doc-explorer,relationship_type,co_occurrence,visited and addressed,low
relationship,14636,Trump,Republican senators,corpus,doc-explorer,relationship_type,co_occurrence,spoke at rally and expressed frustration about,low
relationship,14637,Trump,Christine Blasey Ford,corpus,doc-explorer,relationship_type,co_occurrence,tweeted questioning credibility of,low
relationship,14638,Trump,Susan Collins,corpus,doc-explorer,relationship_type,co_occurrence,publicly criticized,low
relationship,14639,Trump,Mitch McConnell,corpus,doc-explorer,relationship_type,co_occurrence,privately advised against,low
relationship,14640,Trump,Lindsey Graham,corpus,doc-explorer,relationship_type,co_occurrence,advised on television,low
relationship,14660,Hillary Clinton,Joe Scarborough,corpus,doc-explorer,relationship_type,co_occurrence,directed comment to,low
relationship,14664,Trump,Geraldo Rivera,corpus,doc-explorer,relationship_type,co_occurrence,gave radio interview to,low
relationship,14665,Trump,Democratic senators,corpus,doc-explorer,relationship_type,co_occurrence,acknowledged to interviewer regarding,low
relationship,14667,Trump,Carmen Yulín Cruz,corpus,doc-explorer,relationship_type,co_occurrence,criticized response to,low
relationship,14672,Trump,Assembly,corpus,doc-explorer,relationship_type,co_occurrence,attended,low
relationship,14687,Steve Bannon,Five Star Movement,corpus,doc-explorer,relationship_type,co_occurrence,observed political success of,low
relationship,14689,Steve Bannon,think tank,corpus,doc-explorer,relationship_type,co_occurrence,proposed establishing,low
relationship,14697,Jeffrey Epstein,Independent Filmmaker Project,corpus,doc-explorer,relationship_type,co_occurrence,committed to donate,low
relationship,14709,Jeffrey Epstein,Soon-Yi Previn,corpus,doc-explorer,relationship_type,co_occurrence,sent email to,low
relationship,14711,Jeffrey Epstein,Scott J. Lin,corpus,doc-explorer,relationship_type,co_occurrence,sent email to,low
relationship,14729,Jeffrey Epstein,email communication,corpus,doc-explorer,relationship_type,co_occurrence,included correspondence notice on,low
relationship,14734,Jeffrey Epstein,Mount Sinai Medical Center,corpus,doc-explorer,relationship_type,co_occurrence,made charitable contribution to,low
relationship,14735,Jeffrey Epstein,Crohn's and Colitis Foundation of America,corpus,doc-explorer,relationship_type,co_occurrence,made charitable contribution to,low
relationship,14737,Jeffrey Epstein,Charter schools in Washington DC,corpus,doc-explorer,relationship_type,co_occurrence,made charitable contribution to,low
relationship,14738,Jeffrey Epstein,Ecole du Bel-Air,corpus,doc-explorer,relationship_type,co_occurrence,made charitable contribution to,low
relationship,14739,Jeffrey Epstein,The Edge Foundation,corpus,doc-explorer,relationship_type,co_occurrence,funded research and educational initiatives through,low
relationship,14749,Jeffrey Epstein,Dangene and Jennie Enterprise,corpus,doc-explorer,relationship_type,co_occurrence,sent email to,low
relationship,14756,Jeffrey Epstein,private detective recovering money,corpus,doc-explorer,relationship_type,co_occurrence,described himself as,low
relationship,14757,Jeffrey Epstein,Power,corpus,doc-explorer,relationship_type,co_occurrence,planned seminar on,low
relationship,14759,Jeffrey Epstein,staff member,corpus,doc-explorer,relationship_type,co_occurrence,sent email to,low
relationship,14765,Jeffrey Epstein,sex abuse case,corpus,doc-explorer,relationship_type,co_occurrence,was arrested in connection with,low
relationship,14783,Jeffrey Epstein,Edward Boyden,corpus,doc-explorer,relationship_type,co_occurrence,sent email to,low
relationship,14784,Jeffrey Epstein,Neil Gershenfeld,corpus,doc-explorer,relationship_type,co_occurrence,had scheduled lunch meeting with,low
relationship,14786,Jeffrey Epstein,Poetry in America,corpus,doc-explorer,relationship_type,co_occurrence,expressed interest in contributing to,low
relationship,14811,Alan Dershowitz,John Sullivan,corpus,doc-explorer,relationship_type,co_occurrence,sent email to,low
relationship,14813,Jeffrey Epstein,Martin Weinberg,corpus,doc-explorer,relationship_type,co_occurrence,represented,low
relationship,14817,Jeffrey Epstein,Leah Reis-Dennis,corpus,doc-explorer,relationship_type,co_occurrence,sent email to,low
relationship,14818,Alan Dershowitz,federal court proceeding,corpus,doc-explorer,relationship_type,co_occurrence,denied allegations under oath in,low
relationship,14824,Jeffrey Epstein,Moshe Hoffman,corpus,doc-explorer,relationship_type,co_occurrence,sent email to,low
relationship,14827,Jeffrey Epstein,Alchemist Kitchen,corpus,doc-explorer,relationship_type,co_occurrence,proposed meeting location at,low
relationship,14831,Trump,InsightsPod,corpus,doc-explorer,relationship_type,co_occurrence,published sentiment report on,low
relationship,14832,Hillary Clinton,InsightsPod,corpus,doc-explorer,relationship_type,co_occurrence,published sentiment report on,low
relationship,14833,Jeffrey Epstein,world leaders,corpus,doc-explorer,relationship_type,co_occurrence,distributed gifts to,low
relationship,14834,Jeffrey Epstein,Trump associates,corpus,doc-explorer,relationship_type,co_occurrence,coordinated gathering with,low
relationship,14845,Jeffrey Epstein,Jeremy Rubin,corpus,doc-explorer,relationship_type,co_occurrence,sent email to,low
relationship,14900,Trump,Gordon Getty,corpus,doc-explorer,relationship_type,co_occurrence,asserted view regarding,low
relationship,14906,Trump,FBI director,corpus,doc-explorer,relationship_type,co_occurrence,stated about pressure relief following,low
relationship,14907,Trump,Jeff Sessions,corpus,doc-explorer,relationship_type,co_occurrence,accused of disloyalty,low
relationship,14909,Trump,Andrew McCabe,corpus,doc-explorer,relationship_type,co_occurrence,called upon Attorney General to fire,low
relationship,14910,Trump,Andrew McCabe,corpus,doc-explorer,relationship_type,co_occurrence,tweeted about,low
relationship,14912,Trump,Rudy Giuliani,corpus,doc-explorer,relationship_type,co_occurrence,publicly dismissed notion of indictability of,low
relationship,14925,Jeffrey Epstein,Cartagena prostitution scandal,corpus,doc-explorer,relationship_type,co_occurrence,expressed ideas about,low
relationship,14928,Jeffrey Epstein,"Lawrence Krauss, Noam Chomsky",corpus,doc-explorer,relationship_type,co_occurrence,sent email to,low
relationship,14930,Barack Obama,Jeffrey Epstein,corpus,doc-explorer,relationship_type,co_occurrence,was alleged to have covered up crimes of,low
relationship,14933,Jeffrey Epstein,John Templeton Foundation,corpus,doc-explorer,relationship_type,co_occurrence,offered assistance in bringing around,low
relationship,14936,Jeffrey Epstein,The Alchemist Kitchen,corpus,doc-explorer,relationship_type,co_occurrence,proposed meeting at,low
relationship,14937,Jeffrey Epstein,Reid Hoffman,corpus,doc-explorer,relationship_type,co_occurrence,sent email to,low
relationship,14938,Jeffrey Epstein,"Reid Hoffman, Joi Ito",corpus,doc-explorer,relationship_type,co_occurrence,discussed philanthropic approach with,low
relationship,14939,Jeffrey Epstein,press reporting,corpus,doc-explorer,relationship_type,co_occurrence,commented on,low
relationship,14942,Jeffrey Epstein,Eric Roth,corpus,doc-explorer,relationship_type,co_occurrence,sent email to,low
relationship,14944,Trump,Michael J. Boccio,corpus,doc-explorer,relationship_type,co_occurrence,served as Director of Business Development,low
relationship,14953,Trump,Michael Bocci,corpus,doc-explorer,relationship_type,co_occurrence,wrote letter of recommendation for,low
relationship,14966,Jeffrey Epstein,Bradley Edwards' clients,corpus,doc-explorer,relationship_type,co_occurrence,settled civil claims with,low
relationship,14989,Jeffrey Epstein,Bing search engine,corpus,doc-explorer,relationship_type,co_occurrence,subject of internet search and media coverage,low
relationship,14990,Jeffrey Epstein,Jeffrey Epstein Foundation,corpus,doc-explorer,relationship_type,co_occurrence,established and funded,low
relationship,14991,Jeffrey Epstein,MIT Media Lab and Harvard University,corpus,doc-explorer,relationship_type,co_occurrence,funded restoration project with,low
relationship,15020,Hillary Clinton,Cheney Mason,corpus,doc-explorer,relationship_type,co_occurrence,donated to,low
relationship,15023,Jeffrey Epstein,Donald Rubin,corpus,doc-explorer,relationship_type,co_occurrence,sent email to,low
relationship,15026,Jeffrey Epstein,undercover sex trafficking investigation,corpus,doc-explorer,relationship_type,co_occurrence,became subject of,low
relationship,15078,Alan Dershowitz,Malia Zimmerman,corpus,doc-explorer,relationship_type,co_occurrence,sent media inquiry to,low
relationship,15086,Jeffrey Epstein,Mark Tramo,corpus,doc-explorer,relationship_type,co_occurrence,sent email to,low
relationship,15089,Jeffrey Epstein,sex crimes involving underage girls,corpus,doc-explorer,relationship_type,co_occurrence,pleaded guilty to,low
relationship,15091,Trump,Matthews Robert V,corpus,doc-explorer,relationship_type,co_occurrence,falsely claimed advisory board membership of,low
relationship,15105,Jeffrey Epstein,Mohamed Waheed Hassan,corpus,doc-explorer,relationship_type,co_occurrence,sent email to,low
relationship,15119,Jeffrey Epstein,Katherine Keating,corpus,doc-explorer,relationship_type,co_occurrence,sent email to,low
relationship,15131,Jeffrey Epstein,Carlos,corpus,doc-explorer,relationship_type,co_occurrence,referenced island damage communication from,low
relationship,15132,Jeffrey Epstein,Finkelstein,corpus,doc-explorer,relationship_type,co_occurrence,referenced contact concerns regarding,low
relationship,15133,Jeffrey Epstein,Serena Williams,corpus,doc-explorer,relationship_type,co_occurrence,discussed participation of,low
relationship,15135,Jeffrey Epstein,Serena,corpus,doc-explorer,relationship_type,co_occurrence,assisted with,low
relationship,15137,Trump,Palm Beach estate,corpus,doc-explorer,relationship_type,co_occurrence,used name as collateral for,low
relationship,15141,Jeffrey Epstein,confidential communication,corpus,doc-explorer,relationship_type,co_occurrence,associated with,low
relationship,15143,Jeffrey Epstein,himself,corpus,doc-explorer,relationship_type,co_occurrence,paid employees to find and bring minor girls to,low
relationship,15146,Jeffrey Epstein,himself,corpus,doc-explorer,relationship_type,co_occurrence,sent email containing list of names to,low
relationship,15156,Jeffrey Epstein,private jet,corpus,doc-explorer,relationship_type,co_occurrence,allegedly transported minors on,low
